"DATETIME","ROWID","CURRENT_AMP","VOLTAGE_VOLT","POWER_KW","PANELTEMPERATURE_C","INVERTER_TEMPERATURE_C","AMBIENTTEMPERATURE_C","GLOBALTILTEDIRRADIANCE_WM2","GLOBALHORIZONTALIRRADIANCE_WM2","MODULE_ALL_TOTALPOWER_KW"
2021-07-02-14.50.00.000000,10246,557.7,626.9,371.4,76.0,63.53,53.9,991.2,1025.5,1188.39
2021-07-02-14.55.00.000000,10247,558.6,625.3,370.8,76.0,63.53,53.9,992.9,1026.8,1186.48
2021-07-02-15.00.00.000000,10248,557.0,627.4,370.8,76.0,63.53,53.9,994.1,1027.2,1186.53
2021-07-02-15.05.00.000000,10249,553.9,630.1,370.8,76.0,63.53,53.9,994.4,1027.6,1186.69
2021-07-02-15.10.00.000000,10250,553.0,630.1,371.8,76.0,63.53,53.9,992.8,1025.0,1189.79
2021-07-02-15.15.00.000000,10251,553.6,629.3,371.7,76.0,63.53,53.9,991.7,1023.5,1189.5
2021-07-02-15.20.00.000000,10252,552.0,630.6,371.9,76.0,63.53,54.1,991.1,1024.3,1190.17
2021-07-02-15.25.00.000000,10253,551.2,632.8,371.7,76.0,63.53,54.2,990.2,1025.1,1189.4
2021-07-02-15.30.00.000000,10254,551.2,633.1,372.0,76.0,63.53,54.2,987.2,1023.1,1190.34
2021-07-02-15.35.00.000000,10255,552.6,633.3,372.2,76.0,63.53,54.2,983.2,1019.0,1190.95
2021-07-02-15.40.00.000000,10256,552.7,633.0,372.4,76.0,63.53,54.4,977.8,1013.9,1191.65
2021-07-02-15.45.00.000000,10257,553.1,632.3,372.4,76.0,63.53,54.6,973.5,1009.7,1191.47
2021-07-02-15.50.00.000000,10258,553.5,631.3,372.3,76.0,63.53,54.6,969.5,1006.1,1191.14
2021-07-02-15.55.00.000000,10259,554.2,631.4,372.1,76.0,63.53,54.3,964.7,1002.4,1190.56
2021-07-02-16.00.00.000000,10260,553.6,633.0,372.0,76.1,63.57,54.1,958.9,998.7,1190.23
2021-07-02-16.05.00.000000,10261,552.3,634.2,372.0,76.3,63.8,54.2,953.3,995.3,1190.07
2021-07-02-16.10.00.000000,10262,551.6,634.6,372.0,76.6,63.99,54.3,946.0,989.5,1190.07
2021-07-02-16.15.00.000000,10263,551.4,634.9,371.8,76.7,64.1,54.3,937.4,982.2,1189.59
2021-07-02-16.20.00.000000,10264,550.7,636.3,371.9,76.5,63.95,54.0,927.6,974.0,1189.96
2021-07-02-16.25.00.000000,10265,550.6,636.3,372.0,76.3,63.76,53.9,916.9,964.3,1190.2
2021-07-02-16.30.00.000000,10266,553.3,633.0,372.3,76.1,63.6,54.0,904.9,952.3,1190.94
2021-07-02-16.35.00.000000,10267,558.1,627.8,371.9,76.0,63.53,54.2,890.4,937.1,1189.79
2021-07-02-16.40.00.000000,10268,565.4,619.8,371.9,76.2,63.7,54.5,874.8,921.0,1189.81
2021-07-02-16.45.00.000000,10269,573.8,608.7,371.7,76.6,63.96,54.6,858.1,904.5,1189.12
2021-07-02-16.50.00.000000,10270,582.3,596.7,370.8,77.0,64.31,54.6,841.6,888.3,1186.24
2021-07-02-16.55.00.000000,10271,584.0,590.2,367.4,77.2,64.47,54.5,825.8,872.4,1175.17
2021-07-02-17.00.00.000000,10272,578.1,590.0,362.5,77.3,64.56,54.6,810.1,856.9,1159.52
2021-07-02-17.05.00.000000,10273,567.8,591.0,356.7,77.3,64.56,54.4,793.6,840.9,1141.04
2021-07-02-17.10.00.000000,10274,555.7,592.5,350.4,77.0,64.32,54.2,773.9,823.1,1120.72
2021-07-02-17.15.00.000000,10275,543.3,594.1,343.8,76.6,63.97,53.9,754.6,804.8,1099.65
2021-07-02-17.20.00.000000,10276,530.6,597.0,337.3,76.1,63.61,53.9,737.0,785.9,1078.99
2021-07-02-17.25.00.000000,10277,511.5,599.5,326.1,75.8,63.31,53.8,710.2,778.7,1043.14
2021-07-02-17.30.00.000000,10278,497.0,603.1,318.4,75.7,63.24,53.5,686.8,753.0,1018.57
2021-07-02-17.35.00.000000,10279,472.2,606.7,305.3,75.4,63.0,53.1,648.4,702.2,976.39
2021-07-02-17.40.00.000000,10280,446.3,609.7,291.8,74.8,62.51,52.5,606.3,660.9,933.26
2021-07-02-17.45.00.000000,10281,395.3,614.0,260.2,73.8,61.65,52.1,535.9,614.0,832.39
2021-07-02-17.50.00.000000,10282,357.4,619.0,236.3,72.5,60.56,51.5,480.0,553.3,755.66
2021-07-02-17.55.00.000000,10283,329.9,624.9,218.9,71.2,59.5,50.7,443.9,510.2,700.06
2021-07-02-18.00.00.000000,10284,313.8,627.9,209.4,70.0,58.47,50.0,420.3,474.1,669.88
2021-07-02-18.05.00.000000,10285,289.6,629.7,193.8,68.8,57.49,49.4,390.5,439.9,619.95
2021-07-02-18.10.00.000000,10286,242.3,630.5,162.9,67.7,56.57,49.1,330.3,391.0,520.91
2021-07-02-18.15.00.000000,10287,193.0,630.1,129.7,66.2,55.31,48.4,266.6,315.4,414.77
2021-07-02-18.20.00.000000,10288,155.3,631.7,105.1,64.6,53.99,47.7,218.0,224.8,336.15
2021-07-02-18.25.00.000000,10289,137.9,633.0,93.2,62.9,52.57,47.0,194.7,221.4,298.04
2021-07-02-18.30.00.000000,10290,127.2,635.1,86.1,61.8,51.62,46.8,181.6,207.8,275.39
2021-07-02-18.35.00.000000,10291,105.4,632.8,70.9,61.0,50.93,46.8,153.9,177.5,226.67
2021-07-02-18.40.00.000000,10292,84.0,628.6,56.1,60.5,50.54,47.0,125.3,145.1,179.53
2021-07-02-18.45.00.000000,10293,72.2,625.4,48.1,60.2,50.26,47.2,109.6,127.1,153.89
2021-07-02-18.50.00.000000,10294,61.4,622.3,40.8,59.8,49.97,47.0,94.5,109.9,130.56
2021-07-02-18.55.00.000000,10295,0.0,0.0,0.0,54.1,41.74,42.2,0.0,0.0,0.0
2021-07-02-19.00.00.000000,10296,0.0,0.0,0.0,53.2,41.07,41.4,0.0,0.0,0.0
2021-07-02-19.05.00.000000,10297,0.0,0.0,0.0,52.4,40.42,40.7,0.0,0.0,0.0
2021-07-02-19.10.00.000000,10298,0.0,0.0,0.0,51.6,39.77,39.9,0.0,0.0,0.0
2021-07-02-19.15.00.000000,10299,0.0,0.0,0.0,50.7,39.13,39.2,0.0,0.0,0.0
2021-07-02-19.20.00.000000,10300,0.0,0.0,0.0,49.9,38.48,38.5,0.0,0.0,0.0
2021-07-02-19.25.00.000000,10301,0.0,0.0,0.0,49.1,37.84,37.7,0.0,0.0,0.0
2021-07-02-19.30.00.000000,10302,0.0,0.0,0.0,48.2,37.19,37.0,0.0,0.0,0.0
2021-07-02-19.35.00.000000,10303,0.0,0.0,0.0,47.4,36.54,36.2,0.0,0.0,0.0
2021-07-02-19.40.00.000000,10304,0.0,0.0,0.0,46.5,35.9,35.5,0.0,0.0,0.0
2021-07-02-19.45.00.000000,10305,0.0,0.0,0.0,45.7,35.25,34.8,0.0,0.0,0.0
2021-07-02-19.50.00.000000,10306,0.0,0.0,0.0,44.9,34.61,34.0,0.0,0.0,0.0
2021-07-02-19.55.00.000000,10307,0.0,0.0,0.0,44.0,33.96,33.3,0.0,0.0,0.0
2021-07-02-20.00.00.000000,10308,0.0,0.0,0.0,43.2,33.31,32.5,0.0,0.0,0.0
2021-07-02-20.05.00.000000,10309,0.0,0.0,0.0,43.1,33.21,32.4,0.0,0.0,0.0
2021-07-02-20.10.00.000000,10310,0.0,0.0,0.0,37.3,28.75,27.3,0.0,0.0,0.0
2021-07-02-20.15.00.000000,10311,0.0,0.0,0.0,36.8,28.4,26.9,0.0,0.0,0.0
2021-07-02-20.20.00.000000,10312,0.0,0.0,0.0,36.4,28.05,26.5,0.0,0.0,0.0
2021-07-02-20.25.00.000000,10313,0.0,0.0,0.0,35.9,27.7,26.1,0.0,0.0,0.0
2021-07-02-20.30.00.000000,10314,0.0,0.0,0.0,35.5,27.35,25.7,0.0,0.0,0.0
2021-07-02-20.35.00.000000,10315,0.0,0.0,0.0,35.0,27.0,25.3,0.0,0.0,0.0
2021-07-02-20.40.00.000000,10316,0.0,0.0,0.0,34.6,26.65,24.9,0.0,0.0,0.0
2021-07-02-20.45.00.000000,10317,0.0,0.0,0.0,34.1,26.3,24.5,0.0,0.0,0.0
2021-07-02-20.50.00.000000,10318,0.0,0.0,0.0,33.7,25.95,24.1,0.0,0.0,0.0
2021-07-02-20.55.00.000000,10319,0.0,0.0,0.0,33.2,25.6,23.7,0.0,0.0,0.0
2021-07-02-21.00.00.000000,10320,0.0,0.0,0.0,32.8,25.25,23.3,0.0,0.0,0.0
2021-07-02-21.05.00.000000,10321,0.0,0.0,0.0,32.4,24.99,23.0,0.0,0.0,0.0
2021-07-02-21.10.00.000000,10322,0.0,0.0,0.0,32.1,24.72,22.7,0.0,0.0,0.0
2021-07-02-21.15.00.000000,10323,0.0,0.0,0.0,31.7,24.46,22.4,0.0,0.0,0.0
2021-07-02-21.20.00.000000,10324,0.0,0.0,0.0,31.4,24.19,22.1,0.0,0.0,0.0
2021-07-02-21.25.00.000000,10325,0.0,0.0,0.0,31.0,23.93,21.8,0.0,0.0,0.0
2021-07-02-21.30.00.000000,10326,0.0,0.0,0.0,30.7,23.66,21.5,0.0,0.0,0.0
2021-07-02-21.35.00.000000,10327,0.0,0.0,0.0,30.3,23.4,21.2,0.0,0.0,0.0
2021-07-02-21.40.00.000000,10328,0.0,0.0,0.0,30.0,23.13,20.9,0.0,0.0,0.0
2021-07-02-21.45.00.000000,10329,0.0,0.0,0.0,29.7,22.87,20.6,0.0,0.0,0.0
2021-07-02-21.50.00.000000,10330,0.0,0.0,0.0,29.3,22.6,20.3,0.0,0.0,0.0
2021-07-02-21.55.00.000000,10331,0.0,0.0,0.0,29.0,22.34,20.0,0.0,0.0,0.0
2021-07-02-22.00.00.000000,10332,0.0,0.0,0.0,28.1,21.7,19.2,0.0,0.0,0.0
2021-07-02-22.05.00.000000,10333,0.0,0.0,0.0,28.1,21.68,19.2,0.0,0.0,0.0
2021-07-02-22.10.00.000000,10334,0.0,0.0,0.0,28.1,21.66,19.2,0.0,0.0,0.0
2021-07-02-22.15.00.000000,10335,0.0,0.0,0.0,28.1,21.64,19.2,0.0,0.0,0.0
2021-07-02-22.20.00.000000,10336,0.0,0.0,0.0,28.0,21.62,19.1,0.0,0.0,0.0
2021-07-02-22.25.00.000000,10337,0.0,0.0,0.0,28.0,21.6,19.1,0.0,0.0,0.0
2021-07-02-22.30.00.000000,10338,0.0,0.0,0.0,28.0,21.58,19.1,0.0,0.0,0.0
2021-07-02-22.35.00.000000,10339,0.0,0.0,0.0,28.0,21.56,19.1,0.0,0.0,0.0
2021-07-02-22.40.00.000000,10340,0.0,0.0,0.0,28.0,21.55,19.1,0.0,0.0,0.0
2021-07-02-22.45.00.000000,10341,0.0,0.0,0.0,27.9,21.53,19.0,0.0,0.0,0.0
2021-07-02-22.50.00.000000,10342,0.0,0.0,0.0,27.9,21.51,19.0,0.0,0.0,0.0
2021-07-02-22.55.00.000000,10343,0.0,0.0,0.0,27.9,21.49,19.0,0.0,0.0,0.0
2021-07-02-23.00.00.000000,10344,0.0,0.0,0.0,27.9,21.47,19.0,0.0,0.0,0.0
2021-07-02-23.05.00.000000,10345,0.0,0.0,0.0,27.8,21.44,18.9,0.0,0.0,0.0
2021-07-02-23.10.00.000000,10346,0.0,0.0,0.0,27.8,21.42,18.9,0.0,0.0,0.0
2021-07-02-23.15.00.000000,10347,0.0,0.0,0.0,27.8,21.39,18.9,0.0,0.0,0.0
2021-07-02-23.20.00.000000,10348,0.0,0.0,0.0,27.7,21.37,18.9,0.0,0.0,0.0
2021-07-02-23.25.00.000000,10349,0.0,0.0,0.0,27.7,21.34,18.8,0.0,0.0,0.0
2021-07-02-23.30.00.000000,10350,0.0,0.0,0.0,27.7,21.31,18.8,0.0,0.0,0.0
2021-07-02-23.35.00.000000,10351,0.0,0.0,0.0,27.6,21.29,18.8,0.0,0.0,0.0
2021-07-02-23.40.00.000000,10352,0.0,0.0,0.0,27.6,21.26,18.7,0.0,0.0,0.0
2021-07-02-23.45.00.000000,10353,0.0,0.0,0.0,27.6,21.24,18.7,0.0,0.0,0.0
2021-07-02-23.50.00.000000,10354,0.0,0.0,0.0,27.5,21.21,18.7,0.0,0.0,0.0
2021-07-02-23.55.00.000000,10355,0.0,0.0,0.0,27.5,21.18,18.6,0.0,0.0,0.0
2021-07-03-00.00.00.000000,10356,0.0,0.0,0.0,27.5,21.16,18.6,0.0,0.0,0.0
2021-07-03-00.05.00.000000,10357,0.0,0.0,0.0,27.5,21.18,18.6,0.0,0.0,0.0
2021-07-03-00.10.00.000000,10358,0.0,0.0,0.0,27.5,21.2,18.7,0.0,0.0,0.0
2021-07-03-00.15.00.000000,10359,0.0,0.0,0.0,27.5,21.22,18.7,0.0,0.0,0.0
2021-07-03-00.20.00.000000,10360,0.0,0.0,0.0,27.6,21.24,18.7,0.0,0.0,0.0
2021-07-03-00.25.00.000000,10361,0.0,0.0,0.0,27.6,21.26,18.7,0.0,0.0,0.0
2021-07-03-00.30.00.000000,10362,0.0,0.0,0.0,27.6,21.28,18.8,0.0,0.0,0.0
2021-07-03-00.35.00.000000,10363,0.0,0.0,0.0,27.7,21.3,18.8,0.0,0.0,0.0
2021-07-03-00.40.00.000000,10364,0.0,0.0,0.0,27.7,21.32,18.8,0.0,0.0,0.0
2021-07-03-00.45.00.000000,10365,0.0,0.0,0.0,27.7,21.35,18.8,0.0,0.0,0.0
2021-07-03-00.50.00.000000,10366,0.0,0.0,0.0,27.7,21.37,18.9,0.0,0.0,0.0
2021-07-03-00.55.00.000000,10367,0.0,0.0,0.0,27.8,21.39,18.9,0.0,0.0,0.0
2021-07-03-01.00.00.000000,10368,0.0,0.0,0.0,27.8,21.41,18.9,0.0,0.0,0.0
2021-07-03-01.05.00.000000,10369,0.0,0.0,0.0,26.5,20.45,17.8,0.0,0.0,0.0
2021-07-03-01.10.00.000000,10370,0.0,0.0,0.0,26.6,20.47,17.8,0.0,0.0,0.0
2021-07-03-01.15.00.000000,10371,0.0,0.0,0.0,26.6,20.49,17.9,0.0,0.0,0.0
2021-07-03-01.20.00.000000,10372,0.0,0.0,0.0,26.6,20.52,17.9,0.0,0.0,0.0
2021-07-03-01.25.00.000000,10373,0.0,0.0,0.0,26.7,20.54,17.9,0.0,0.0,0.0
2021-07-03-01.30.00.000000,10374,0.0,0.0,0.0,26.7,20.57,17.9,0.0,0.0,0.0
2021-07-03-01.35.00.000000,10375,0.0,0.0,0.0,26.7,20.59,18.0,0.0,0.0,0.0
2021-07-03-01.40.00.000000,10376,0.0,0.0,0.0,26.8,20.62,18.0,0.0,0.0,0.0
2021-07-03-01.45.00.000000,10377,0.0,0.0,0.0,26.8,20.64,18.0,0.0,0.0,0.0
2021-07-03-01.50.00.000000,10378,0.0,0.0,0.0,26.8,20.67,18.0,0.0,0.0,0.0
2021-07-03-01.55.00.000000,10379,0.0,0.0,0.0,26.9,20.69,18.1,0.0,0.0,0.0
2021-07-03-02.00.00.000000,10380,0.0,0.0,0.0,26.9,20.71,18.1,0.0,0.0,0.0
2021-07-03-02.05.00.000000,10381,0.0,0.0,0.0,27.0,20.77,18.2,0.0,0.0,0.0
2021-07-03-02.10.00.000000,10382,0.0,0.0,0.0,27.0,20.82,18.2,0.0,0.0,0.0
2021-07-03-02.15.00.000000,10383,0.0,0.0,0.0,27.1,20.87,18.3,0.0,0.0,0.0
2021-07-03-02.20.00.000000,10384,0.0,0.0,0.0,27.2,20.92,18.3,0.0,0.0,0.0
2021-07-03-02.25.00.000000,10385,0.0,0.0,0.0,27.2,20.97,18.4,0.0,0.0,0.0
2021-07-03-02.30.00.000000,10386,0.0,0.0,0.0,27.3,21.02,18.5,0.0,0.0,0.0
2021-07-03-02.35.00.000000,10387,0.0,0.0,0.0,27.4,21.07,18.5,0.0,0.0,0.0
2021-07-03-02.40.00.000000,10388,0.0,0.0,0.0,27.4,21.12,18.6,0.0,0.0,0.0
2021-07-03-02.45.00.000000,10389,0.0,0.0,0.0,27.5,21.17,18.6,0.0,0.0,0.0
2021-07-03-02.50.00.000000,10390,0.0,0.0,0.0,27.6,21.22,18.7,0.0,0.0,0.0
2021-07-03-02.55.00.000000,10391,0.0,0.0,0.0,27.6,21.28,18.7,0.0,0.0,0.0
2021-07-03-03.00.00.000000,10392,0.0,0.0,0.0,27.7,21.33,18.8,0.0,0.0,0.0
2021-07-03-03.05.00.000000,10393,0.0,0.0,0.0,27.9,21.46,19.0,0.0,0.0,0.0
2021-07-03-03.10.00.000000,10394,0.0,0.0,0.0,28.0,21.59,19.1,0.0,0.0,0.0
2021-07-03-03.15.00.000000,10395,0.0,0.0,0.0,28.2,21.72,19.3,0.0,0.0,0.0
2021-07-03-03.20.00.000000,10396,0.0,0.0,0.0,28.4,21.85,19.4,0.0,0.0,0.0
2021-07-03-03.25.00.000000,10397,0.0,0.0,0.0,28.5,21.97,19.5,0.0,0.0,0.0
2021-07-03-03.30.00.000000,10398,0.0,0.0,0.0,28.7,22.1,19.7,0.0,0.0,0.0
2021-07-03-03.35.00.000000,10399,0.0,0.0,0.0,28.9,22.23,19.8,0.0,0.0,0.0
2021-07-03-03.40.00.000000,10400,0.0,0.0,0.0,29.0,22.36,20.0,0.0,0.0,0.0
2021-07-03-03.45.00.000000,10401,0.0,0.0,0.0,29.2,22.49,20.1,0.0,0.0,0.0
2021-07-03-03.50.00.000000,10402,0.0,0.0,0.0,29.4,22.62,20.3,0.0,0.0,0.0
2021-07-03-03.55.00.000000,10403,0.0,0.0,0.0,29.6,22.75,20.4,0.0,0.0,0.0
2021-07-03-04.00.00.000000,10404,0.0,0.0,0.0,29.7,22.88,20.6,0.0,0.0,0.0
2021-07-03-04.05.00.000000,10405,0.0,0.0,0.0,29.8,22.97,20.7,0.0,0.0,0.0
2021-07-03-04.10.00.000000,10406,0.0,0.0,0.0,30.0,23.06,20.8,0.0,0.0,0.0
2021-07-03-04.15.00.000000,10407,0.0,0.0,0.0,30.1,23.15,20.9,0.0,0.0,0.0
2021-07-03-04.20.00.000000,10408,0.0,0.0,0.0,30.2,23.25,21.0,0.0,0.0,0.0
2021-07-03-04.25.00.000000,10409,0.0,0.0,0.0,30.3,23.34,21.1,0.0,0.0,0.0
2021-07-03-04.30.00.000000,10410,0.0,0.0,0.0,30.4,23.43,21.2,0.0,0.0,0.0
2021-07-03-04.35.00.000000,10411,0.0,0.0,0.0,30.6,23.52,21.3,0.0,0.0,0.0
2021-07-03-04.40.00.000000,10412,0.0,0.0,0.0,30.7,23.61,21.4,0.0,0.0,0.0
2021-07-03-04.45.00.000000,10413,0.0,0.0,0.0,30.8,23.7,21.5,0.0,0.0,0.0
2021-07-03-04.50.00.000000,10414,0.0,0.0,0.0,30.9,23.79,21.6,0.0,0.0,0.0
2021-07-03-04.55.00.000000,10415,0.0,0.0,0.0,31.0,23.88,21.7,0.0,0.0,0.0
2021-07-03-05.00.00.000000,10416,0.0,0.0,0.0,31.1,23.97,21.8,0.0,0.0,0.0
2021-07-03-05.05.00.000000,10417,0.0,0.0,0.0,31.5,24.22,22.1,0.0,0.0,0.0
2021-07-03-05.10.00.000000,10418,0.0,0.0,0.0,31.8,24.47,22.4,0.0,0.0,0.0
2021-07-03-05.15.00.000000,10419,0.0,0.0,0.0,32.1,24.72,22.7,0.0,0.0,0.0
2021-07-03-05.20.00.000000,10420,0.0,0.0,0.0,32.4,24.96,23.0,0.0,0.0,0.0
2021-07-03-05.25.00.000000,10421,0.0,0.0,0.0,32.8,25.21,23.3,0.0,0.0,0.0
2021-07-03-05.30.00.000000,10422,0.0,0.0,0.0,33.1,25.46,23.5,0.0,0.0,0.0
2021-07-03-05.35.00.000000,10423,0.0,0.0,0.0,33.4,25.71,23.8,0.0,0.0,0.0
2021-07-03-05.40.00.000000,10424,0.0,0.0,0.0,33.7,25.96,24.1,0.0,0.0,0.0
2021-07-03-05.45.00.000000,10425,0.0,0.0,0.0,34.1,26.2,24.4,0.0,0.0,0.0
2021-07-03-05.50.00.000000,10426,0.0,0.0,0.0,34.4,26.45,24.7,0.0,0.0,0.0
2021-07-03-05.55.00.000000,10427,0.0,0.0,0.0,34.7,26.7,25.0,0.0,0.0,0.0
2021-07-03-06.00.00.000000,10428,0.0,0.0,0.0,35.0,26.95,25.2,0.0,0.0,0.0
2021-07-03-06.05.00.000000,10429,16.0,634.2,11.7,43.9,36.53,35.2,114.9,145.3,37.47
2021-07-03-06.10.00.000000,10430,24.9,638.3,17.3,44.3,36.87,34.8,91.9,105.4,55.32
2021-07-03-06.15.00.000000,10431,34.0,636.8,23.5,44.6,37.14,34.8,92.6,111.1,75.08
2021-07-03-06.20.00.000000,10432,47.1,640.1,32.5,44.8,37.35,34.6,99.7,124.2,103.71
2021-07-03-06.25.00.000000,10433,67.7,643.1,46.6,45.1,37.56,34.8,124.4,153.4,148.84
2021-07-03-06.30.00.000000,10434,90.5,649.1,62.6,45.4,37.8,34.9,157.3,193.3,199.78
2021-07-03-06.35.00.000000,10435,115.4,654.7,80.5,45.8,38.14,35.1,192.7,235.9,256.79
2021-07-03-06.40.00.000000,10436,142.1,659.0,99.7,46.2,38.51,35.2,230.1,280.1,318.27
2021-07-03-06.45.00.000000,10437,169.9,663.5,120.0,46.8,38.94,35.2,269.6,325.9,382.87
2021-07-03-06.50.00.000000,10438,198.9,665.3,140.7,47.4,39.5,35.2,310.1,372.1,449.13
2021-07-03-06.55.00.000000,10439,228.4,666.2,162.3,48.2,40.14,35.2,351.0,417.8,517.8
2021-07-03-07.00.00.000000,10440,260.1,663.6,183.6,49.0,40.81,35.2,390.9,461.7,585.95
2021-07-03-07.05.00.000000,10441,292.6,658.7,205.1,49.9,41.58,35.2,433.8,508.1,654.36
2021-07-03-07.10.00.000000,10442,325.4,654.4,226.0,51.2,42.6,35.3,479.1,556.8,721.3
2021-07-03-07.15.00.000000,10443,359.1,649.8,248.0,52.6,43.76,35.6,527.5,609.0,791.35
2021-07-03-07.20.00.000000,10444,429.9,640.7,293.2,55.7,46.34,36.6,623.6,712.1,935.48
2021-07-03-07.25.00.000000,10445,429.9,640.7,293.2,55.7,46.34,36.6,623.6,712.1,935.46
2021-07-03-07.30.00.000000,10446,451.6,638.6,307.0,56.8,47.31,37.0,652.1,742.0,979.43
2021-07-03-07.35.00.000000,10447,483.6,634.4,326.5,59.6,49.65,38.1,693.0,783.5,1041.8
2021-07-03-07.40.00.000000,10448,507.3,628.1,339.5,62.7,52.2,39.4,724.0,813.9,1083.28
2021-07-03-07.45.00.000000,10449,516.4,625.1,343.6,63.8,53.08,40.2,736.6,826.6,1096.42
2021-07-03-07.50.00.000000,10450,529.9,621.3,350.3,64.6,53.82,42.2,756.0,846.2,1117.64
2021-07-03-07.55.00.000000,10451,541.9,619.0,356.1,64.8,53.94,44.2,773.4,864.1,1136.03
2021-07-03-08.00.00.000000,10452,551.9,617.7,361.9,64.7,53.84,46.0,789.5,881.0,1154.78
2021-07-03-08.05.00.000000,10453,556.3,620.5,366.5,64.9,54.0,46.8,804.6,896.7,1169.18
2021-07-03-08.10.00.000000,10454,553.8,628.1,369.4,65.1,54.17,47.2,819.0,911.1,1178.55
2021-07-03-08.15.00.000000,10455,553.8,628.1,369.4,65.1,54.17,47.2,819.0,911.1,1178.53
2021-07-03-08.20.00.000000,10456,538.0,646.0,368.8,65.4,54.48,47.5,857.0,947.6,1176.56
2021-07-03-08.25.00.000000,10457,538.0,646.0,368.8,65.4,54.48,47.5,857.0,947.6,1176.54
2021-07-03-08.30.00.000000,10458,536.8,647.6,369.2,65.9,54.84,47.8,869.6,958.2,1177.7
2021-07-03-08.35.00.000000,10459,535.4,648.9,369.9,66.2,55.1,48.2,881.8,967.8,1180.15
2021-07-03-08.40.00.000000,10460,535.2,650.1,370.1,66.6,55.41,48.6,892.0,976.3,1180.79
2021-07-03-08.45.00.000000,10461,536.1,650.6,370.1,67.0,55.76,48.6,902.0,984.9,1180.72
2021-07-03-08.50.00.000000,10462,537.0,650.8,369.8,67.4,56.11,48.1,911.2,992.6,1179.75
2021-07-03-08.55.00.000000,10463,536.5,649.5,369.9,67.6,56.25,47.8,919.8,1000.1,1179.97
2021-07-03-09.00.00.000000,10464,535.3,649.6,369.6,67.4,56.11,47.0,927.4,1006.7,1179.07
2021-07-03-09.05.00.000000,10465,534.7,649.0,369.6,67.0,55.77,46.5,934.7,1014.1,1179.03
2021-07-03-09.10.00.000000,10466,533.4,650.3,369.3,66.6,55.42,45.4,941.3,1021.0,1178.01
2021-07-03-09.15.00.000000,10467,533.2,649.8,369.6,66.3,55.22,45.1,947.2,1027.3,1179.03
2021-07-03-09.20.00.000000,10468,532.9,650.8,369.6,66.3,55.21,45.1,951.8,1031.8,1179.04
2021-07-03-09.25.00.000000,10469,534.5,649.7,369.6,66.4,55.22,45.2,955.7,1035.6,1178.86
2021-07-03-09.30.00.000000,10470,535.4,649.4,369.3,66.6,55.42,45.5,959.1,1038.7,1178.0
2021-07-03-09.35.00.000000,10471,536.1,648.9,369.0,67.0,55.76,45.9,962.5,1041.7,1176.81
2021-07-03-09.40.00.000000,10472,535.5,649.5,368.8,67.4,56.1,46.2,965.3,1044.4,1176.17
2021-07-03-09.45.00.000000,10473,534.0,651.3,368.7,67.6,56.25,46.2,967.9,1046.6,1176.1
2021-07-03-09.50.00.000000,10474,532.1,652.1,368.9,67.6,56.25,46.4,969.8,1048.4,1176.7
2021-07-03-09.55.00.000000,10475,531.5,652.8,369.2,67.6,56.25,46.7,971.5,1050.2,1177.68
2021-07-03-10.00.00.000000,10476,531.9,652.0,369.0,67.6,56.25,47.0,972.5,1051.5,1176.94
2021-07-03-10.05.00.000000,10477,532.9,650.2,368.7,68.0,56.55,47.2,973.5,1052.3,1175.91
2021-07-03-10.10.00.000000,10478,533.4,649.5,368.4,68.4,56.9,47.3,974.1,1052.1,1174.78
2021-07-03-10.15.00.000000,10479,533.7,649.1,368.3,68.8,57.24,47.3,974.6,1051.8,1174.62
2021-07-03-10.20.00.000000,10480,533.4,650.5,368.6,68.9,57.29,47.6,975.3,1052.7,1175.46
2021-07-03-10.25.00.000000,10481,532.3,653.0,369.1,69.1,57.5,48.0,976.1,1054.8,1177.23
2021-07-06-03.45.00.000000,11265,0.0,0.0,0.0,31.0,23.5,21.3,0.0,0.0,0.0
2021-07-06-03.50.00.000000,11266,0.0,0.0,0.0,31.2,23.63,21.4,0.0,0.0,0.0
2021-07-06-03.55.00.000000,11267,0.0,0.0,0.0,31.4,23.76,21.6,0.0,0.0,0.0
2021-07-06-04.00.00.000000,11268,0.0,0.0,0.0,31.6,23.88,21.7,0.0,0.0,0.0
2021-07-06-04.05.00.000000,11269,0.0,0.0,0.0,31.7,23.98,21.8,0.0,0.0,0.0
2021-07-06-04.10.00.000000,11270,0.0,0.0,0.0,31.8,24.07,21.9,0.0,0.0,0.0
2021-07-06-04.15.00.000000,11271,0.0,0.0,0.0,31.9,24.16,22.0,0.0,0.0,0.0
2021-07-06-04.20.00.000000,11272,0.0,0.0,0.0,32.0,24.25,22.2,0.0,0.0,0.0
2021-07-06-04.25.00.000000,11273,0.0,0.0,0.0,32.2,24.34,22.3,0.0,0.0,0.0
2021-07-06-04.30.00.000000,11274,0.0,0.0,0.0,32.3,24.43,22.4,0.0,0.0,0.0
2021-07-06-04.35.00.000000,11275,0.0,0.0,0.0,32.4,24.52,22.5,0.0,0.0,0.0
2021-07-06-04.40.00.000000,11276,0.0,0.0,0.0,32.5,24.61,22.6,0.0,0.0,0.0
2021-07-06-04.45.00.000000,11277,0.0,0.0,0.0,32.6,24.7,22.7,0.0,0.0,0.0
